Replicate,Phage.Genotype,Host.Timepoint,Host.Genotype,Infected,Phage.Timepoint,Host.Background,Resistant,Phage.Background,Escape,Other,Protospacer,SpacerNumber,SpacersTargetted,Locus,PWD
2.6,9,t4,h4,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h5,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h6,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h7,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h8,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h9,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h10,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h11,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.6,9,t4,h12,1,t9,Past,0,Future,1,,1,1,1,CR1,
2.7,1,t4,h1,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h2,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h3,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h4,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h5,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h6,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h7,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h8,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h9,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h10,0,t4,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h11,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t4,h12,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h1,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h2,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h3,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h4,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h5,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h6,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h7,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h8,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h9,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h10,0,t4,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h11,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t4,h12,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h1,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h2,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h3,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h4,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h5,0,t4,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h6,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h7,0,t4,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h8,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h9,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h10,0,t4,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h11,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,12,t4,h12,1,t4,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h1,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h2,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h3,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h4,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h5,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h6,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h7,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h8,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h9,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h10,1,t4,Future,0,Past,1,,1,1,1,CR3,
2.7,1,t9,h11,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t9,h12,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h1,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h2,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h3,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h4,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h5,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h6,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h7,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h8,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h9,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h10,1,t4,Future,0,Past,1,,1,1,1,CR3,
2.7,2,t9,h11,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,2,t9,h12,0,t4,Future,1,Past,1,,1,1,1,CR3,
2.7,1,t4,h1,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h2,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h3,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h4,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h5,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h6,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h7,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h8,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h9,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h10,0,t9,Past,1,Future,1,,1,1,1,CR3,
2.7,1,t4,h11,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t4,h12,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h1,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h2,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h3,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h4,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h5,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h6,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h7,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h8,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h9,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h10,0,t9,Past,1,Future,1,,1,1,1,CR3,
2.7,2,t4,h11,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,2,t4,h12,1,t9,Past,0,Future,1,,1,1,1,CR3,
2.7,1,t9,h1,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h2,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h3,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h4,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h5,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h6,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h7,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h8,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h9,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h10,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h11,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,1,t9,h12,1,t9,Contemporary,0,Contemporary,0,,0,1,0,CR3,
2.7,2,t9,h1,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h2,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h3,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h4,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h5,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h6,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h7,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h8,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h9,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h10,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h11,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,2,t9,h12,1,t9,Contemporary,0,Contemporary,0,,0,1,0,CR3,
2.7,5,t9,h1,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h2,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h3,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h4,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h5,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h6,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h7,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h8,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h9,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h10,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h11,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,5,t9,h12,1,t9,Contemporary,0,Contemporary,0,,0,1,0,CR3,
2.7,6,t9,h1,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h2,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h3,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h4,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h5,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h6,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h7,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h8,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h9,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h10,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h11,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,6,t9,h12,1,t9,Contemporary,0,Contemporary,0,,0,1,0,CR3,
2.7,9,t9,h1,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h2,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h3,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h4,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h5,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h6,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h7,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h8,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h9,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h10,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h11,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,9,t9,h12,0,t9,Contemporary,1,Contemporary,0,,0,1,0,CR3,
2.7,10,t9,h1,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h2,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h3,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h4,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h5,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h6,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h7,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h8,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h9,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h10,1,t9,Contemporary,0,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h11,0,t9,Contemporary,1,Contemporary,1,,1,1,1,CR3,
2.7,10,t9,h12,0,t9,Contemporary,1,Contemporary,0,,0,1,0,CR3,
2.11,1,t9,h1,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,1,t9,h2,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,1,t9,h3,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h4,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h5,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h6,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h7,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h8,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,1,t9,h9,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h10,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h11,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,1,t9,h12,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h1,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,6,t9,h2,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,6,t9,h3,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h4,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h5,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h6,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h7,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h8,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,6,t9,h9,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,6,t9,h10,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,6,t9,h11,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,6,t9,h12,1,t4,Future,0,Past,0,0,0,1,0,CR1,
2.11,8,t9,h1,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h2,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h3,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h4,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h5,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h6,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h7,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h8,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h9,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h10,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h11,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,8,t9,h12,0,t4,Future,1,Past,0,0,0,1,0,CR1,
2.11,1,t9,h1,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h2,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h3,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h4,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h5,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h6,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h7,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h8,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h9,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h10,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h11,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,1,t9,h12,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h1,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h2,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h3,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h4,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h5,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h6,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h7,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h8,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h9,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h10,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h11,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,
2.11,2,t9,h12,1,t9,Contemporary,0,Contemporary,0,0,0,1,0,CR1,