Replicate,Timepoint,Treatment,pfu,OD600,cfu
1,0,9,1000000000,0.0002,1000000
1,1,9,2000000,0.0442,0
1,2,9,10000,0.0022,0
1,3,9,1,0.0092,0
1,4,9,1,0.0202,0
1,5,9,1,NA,
1,6,9,1,NA,
1,7,9,1,NA,
1,8,9,1,NA,
1,9,9,1,NA,
1,10,9,1,NA,
1,11,9,1,NA,
1,12,9,1,NA,
1,13,9,1,NA,
1,14,9,1,NA,
1,15,9,1,NA,
1,16,9,1,NA,
1,17,9,1,NA,
1,18,9,1,NA,
1,19,9,1,NA,
1,20,9,1,NA,
1,21,9,1,NA,
1,22,9,1,NA,
1,23,9,1,NA,
1,24,9,1,NA,
1,25,9,1,NA,
1,26,9,1,NA,
1,27,9,1,NA,
1,28,9,1,NA,
1,29,9,1,NA,
1,30,9,1,NA,
2,0,9,1000000000,-0.0028,1000000
2,1,9,6000000,0.0012,200
2,2,9,8000000,0.0222,2220
2,3,9,3600000,0.0222,68400
2,4,9,120000,0.0062,1
2,5,9,80000,0.0082,
2,6,9,12000000,0.0002,
2,7,9,3000000,0.2492,
2,8,9,2600,0.2312,
2,9,9,1,0.1842,
2,10,9,1,0.2142,
2,11,9,1,0.2132,
2,12,9,1,NA,
2,13,9,1,NA,
2,14,9,1,NA,
2,15,9,1,NA,
2,16,9,1,NA,
2,17,9,1,NA,
2,18,9,1,NA,
2,19,9,1,NA,
2,20,9,1,NA,
2,21,9,1,NA,
2,22,9,1,NA,
2,23,9,1,NA,
2,24,9,1,NA,
2,25,9,1,NA,
2,26,9,1,NA,
2,27,9,1,NA,
2,28,9,1,NA,
2,29,9,1,NA,
2,30,9,1,NA,
3,0,9,1000000000,-0.0018,1000000
3,1,9,4200000,-0.0028,0
3,2,9,10000,0.0052,0
3,3,9,1,0.0502,0
3,4,9,1,0.0262,0
3,5,9,1,NA,
3,6,9,1,NA,
3,7,9,1,NA,
3,8,9,1,NA,
3,9,9,1,NA,
3,10,9,1,NA,
3,11,9,1,NA,
3,12,9,1,NA,
3,13,9,1,NA,
3,14,9,1,NA,
3,15,9,1,NA,
3,16,9,1,NA,
3,17,9,1,NA,
3,18,9,1,NA,
3,19,9,1,NA,
3,20,9,1,NA,
3,21,9,1,NA,
3,22,9,1,NA,
3,23,9,1,NA,
3,24,9,1,NA,
3,25,9,1,NA,
3,26,9,1,NA,
3,27,9,1,NA,
3,28,9,1,NA,
3,29,9,1,NA,
3,30,9,1,NA,
4,0,9,1000000000,0.0002,1000000
4,1,9,4000000,-0.0038,0
4,2,9,12000,0.0162,0
4,3,9,1,0.0302,0
4,4,9,1,0.0202,0
4,5,9,1,NA,
4,6,9,1,NA,
4,7,9,1,NA,
4,8,9,1,NA,
4,9,9,1,NA,
4,10,9,1,NA,
4,11,9,1,NA,
4,12,9,1,NA,
4,13,9,1,NA,
4,14,9,1,NA,
4,15,9,1,NA,
4,16,9,1,NA,
4,17,9,1,NA,
4,18,9,1,NA,
4,19,9,1,NA,
4,20,9,1,NA,
4,21,9,1,NA,
4,22,9,1,NA,
4,23,9,1,NA,
4,24,9,1,NA,
4,25,9,1,NA,
4,26,9,1,NA,
4,27,9,1,NA,
4,28,9,1,NA,
4,29,9,1,NA,
4,30,9,1,NA,
5,0,9,1000000000,0.0062,1000000
5,1,9,8000000,0.0002,0
5,2,9,4600,0.0042,0
5,3,9,1,0.0762,0
5,4,9,1,0.0072,0
5,5,9,1,NA,
5,6,9,1,NA,
5,7,9,1,NA,
5,8,9,1,NA,
5,9,9,1,NA,
5,10,9,1,NA,
5,11,9,1,NA,
5,12,9,1,NA,
5,13,9,1,NA,
5,14,9,1,NA,
5,15,9,1,NA,
5,16,9,1,NA,
5,17,9,1,NA,
5,18,9,1,NA,
5,19,9,1,NA,
5,20,9,1,NA,
5,21,9,1,NA,
5,22,9,1,NA,
5,23,9,1,NA,
5,24,9,1,NA,
5,25,9,1,NA,
5,26,9,1,NA,
5,27,9,1,NA,
5,28,9,1,NA,
5,29,9,1,NA,
5,30,9,1,NA,
6,0,9,1000000000,-0.0018,1000000
6,1,9,20000000,0.0062,0
6,2,9,4000,-0.0038,0
6,3,9,1,0.0612,0
6,4,9,1,0.0402,0
6,5,9,1,NA,
6,6,9,1,NA,
6,7,9,1,NA,
6,8,9,1,NA,
6,9,9,1,NA,
6,10,9,1,NA,
6,11,9,1,NA,
6,12,9,1,NA,
6,13,9,1,NA,
6,14,9,1,NA,
6,15,9,1,NA,
6,16,9,1,NA,
6,17,9,1,NA,
6,18,9,1,NA,
6,19,9,1,NA,
6,20,9,1,NA,
6,21,9,1,NA,
6,22,9,1,NA,
6,23,9,1,NA,
6,24,9,1,NA,
6,25,9,1,NA,
6,26,9,1,NA,
6,27,9,1,NA,
6,28,9,1,NA,
6,29,9,1,NA,
6,30,9,1,NA,
7,0,9,1000000000,0.0012,1000000
7,1,9,600000,0.0102,0
7,2,9,1,0.0092,0
7,3,9,1,0.0392,0
7,4,9,1,0.0262,0
7,5,9,1,NA,
7,6,9,1,NA,
7,7,9,1,NA,
7,8,9,1,NA,
7,9,9,1,NA,
7,10,9,1,NA,
7,11,9,1,NA,
7,12,9,1,NA,
7,13,9,1,NA,
7,14,9,1,NA,
7,15,9,1,NA,
7,16,9,1,NA,
7,17,9,1,NA,
7,18,9,1,NA,
7,19,9,1,NA,
7,20,9,1,NA,
7,21,9,1,NA,
7,22,9,1,NA,
7,23,9,1,NA,
7,24,9,1,NA,
7,25,9,1,NA,
7,26,9,1,NA,
7,27,9,1,NA,
7,28,9,1,NA,
7,29,9,1,NA,
7,30,9,1,NA,
8,0,9,1000000000,0.0002,1000000
8,1,9,4200000,0.0022,0
8,2,9,1,0.0052,0
8,3,9,1,0.0262,0
8,4,9,1,0.0472,0
8,5,9,1,NA,
8,6,9,1,NA,
8,7,9,1,NA,
8,8,9,1,NA,
8,9,9,1,NA,
8,10,9,1,NA,
8,11,9,1,NA,
8,12,9,1,NA,
8,13,9,1,NA,
8,14,9,1,NA,
8,15,9,1,NA,
8,16,9,1,NA,
8,17,9,1,NA,
8,18,9,1,NA,
8,19,9,1,NA,
8,20,9,1,NA,
8,21,9,1,NA,
8,22,9,1,NA,
8,23,9,1,NA,
8,24,9,1,NA,
8,25,9,1,NA,
8,26,9,1,NA,
8,27,9,1,NA,
8,28,9,1,NA,
8,29,9,1,NA,
8,30,9,1,NA,
9,0,9,1000000000,0.0042,1000000
9,1,9,1800000,0.0002,0
9,2,9,1,-0.0028,0
9,3,9,1,0.0372,0
9,4,9,1,0.0212,0
9,5,9,1,NA,
9,6,9,1,NA,
9,7,9,1,NA,
9,8,9,1,NA,
9,9,9,1,NA,
9,10,9,1,NA,
9,11,9,1,NA,
9,12,9,1,NA,
9,13,9,1,NA,
9,14,9,1,NA,
9,15,9,1,NA,
9,16,9,1,NA,
9,17,9,1,NA,
9,18,9,1,NA,
9,19,9,1,NA,
9,20,9,1,NA,
9,21,9,1,NA,
9,22,9,1,NA,
9,23,9,1,NA,
9,24,9,1,NA,
9,25,9,1,NA,
9,26,9,1,NA,
9,27,9,1,NA,
9,28,9,1,NA,
9,29,9,1,NA,
9,30,9,1,NA,
10,0,9,1000000000,0.0002,1000000
10,1,9,1400000,-0.0008,0
10,2,9,1,-0.0038,0
10,3,9,1,0.0382,0
10,4,9,1,0.0492,0
10,5,9,1,NA,
10,6,9,1,NA,
10,7,9,1,NA,
10,8,9,1,NA,
10,9,9,1,NA,
10,10,9,1,NA,
10,11,9,1,NA,
10,12,9,1,NA,
10,13,9,1,NA,
10,14,9,1,NA,
10,15,9,1,NA,
10,16,9,1,NA,
10,17,9,1,NA,
10,18,9,1,NA,
10,19,9,1,NA,
10,20,9,1,NA,
10,21,9,1,NA,
10,22,9,1,NA,
10,23,9,1,NA,
10,24,9,1,NA,
10,25,9,1,NA,
10,26,9,1,NA,
10,27,9,1,NA,
10,28,9,1,NA,
10,29,9,1,NA,
10,30,9,1,NA,
11,0,9,1000000000,0.0002,1000000
11,1,9,200000,0.0012,0
11,2,9,1,0.0032,0
11,3,9,1,0.0442,0
11,4,9,1,0.0142,0
11,5,9,1,NA,
11,6,9,1,NA,
11,7,9,1,NA,
11,8,9,1,NA,
11,9,9,1,NA,
11,10,9,1,NA,
11,11,9,1,NA,
11,12,9,1,NA,
11,13,9,1,NA,
11,14,9,1,NA,
11,15,9,1,NA,
11,16,9,1,NA,
11,17,9,1,NA,
11,18,9,1,NA,
11,19,9,1,NA,
11,20,9,1,NA,
11,21,9,1,NA,
11,22,9,1,NA,
11,23,9,1,NA,
11,24,9,1,NA,
11,25,9,1,NA,
11,26,9,1,NA,
11,27,9,1,NA,
11,28,9,1,NA,
11,29,9,1,NA,
11,30,9,1,NA,
12,0,9,1000000000,0.0022,1000000
12,1,9,600000,0.0012,0
12,2,9,1,0.0232,0
12,3,9,1,0.0642,0
12,4,9,1,0.0262,0
12,5,9,1,NA,
12,6,9,1,NA,
12,7,9,1,NA,
12,8,9,1,NA,
12,9,9,1,NA,
12,10,9,1,NA,
12,11,9,1,NA,
12,12,9,1,NA,
12,13,9,1,NA,
12,14,9,1,NA,
12,15,9,1,NA,
12,16,9,1,NA,
12,17,9,1,NA,
12,18,9,1,NA,
12,19,9,1,NA,
12,20,9,1,NA,
12,21,9,1,NA,
12,22,9,1,NA,
12,23,9,1,NA,
12,24,9,1,NA,
12,25,9,1,NA,
12,26,9,1,NA,
12,27,9,1,NA,
12,28,9,1,NA,
12,29,9,1,NA,
12,30,9,1,NA,
1,0,8,100000000,0.0132,1000000
1,1,8,40000000,0.0152,18000
1,2,8,200000,0.0002,140
1,3,8,2400000,0.0022,32000
1,4,8,200,0.0472,0
1,5,8,2000,0.0032,
1,6,8,1200000,-0.0008,
1,7,8,8000,0.0062,
1,8,8,100000,0.0032,
1,9,8,100000000,-0.0048,
1,10,8,140000,0.0732,
1,11,8,1,0.0802,
1,12,8,1,0.0892,
1,13,8,1,0.0872,
1,14,8,1,0.0822,
1,15,8,1,,
1,16,8,1,,
1,17,8,1,,
1,18,8,1,,
1,19,8,1,,
1,20,8,1,,
1,21,8,1,,
1,22,8,1,,
1,23,8,1,,
1,24,8,1,,
1,25,8,1,,
1,26,8,1,,
1,27,8,1,,
1,28,8,1,,
1,29,8,1,,
1,30,8,1,,
2,0,8,100000000,-0.0028,1000000
2,1,8,600000000,0.0012,120
2,2,8,6000000,0.0032,11200
2,3,8,14000000,0.0002,192000
2,4,8,40000,0.0412,100
2,5,8,8000000,0.0002,
2,6,8,1000000,0.0002,
2,7,8,140000,0.0042,
2,8,8,2400000,0.0012,
2,9,8,420000000,0.0022,
2,10,8,12000,0.0842,
2,11,8,400,-0.0018,
2,12,8,8000000,0.0062,
2,13,8,80000,0.0992,
2,14,8,1,0.1062,
2,15,8,1,0.1312,
2,16,8,1,0.1112,
2,17,8,1,0.1282,
2,18,8,1,,
2,19,8,1,,
2,20,8,1,,
2,21,8,1,,
2,22,8,1,,
2,23,8,1,,
2,24,8,1,,
2,25,8,1,,
2,26,8,1,,
2,27,8,1,,
2,28,8,1,,
2,29,8,1,,
2,30,8,1,,
3,0,8,100000000,0.0182,1000000
3,1,8,8000000,0.0032,0
3,2,8,36000000,0.0062,2000
3,3,8,1600000,0.0732,236000
3,4,8,60000,0.0042,1400000
3,5,8,26000,0.0152,
3,6,8,18000,0.0842,
3,7,8,1200,0.0202,
3,8,8,440000,0.0152,
3,9,8,1600000,0.0242,
3,10,8,400000,0.0312,
3,11,8,1,0.0772,
3,12,8,1,0.0802,
3,13,8,1,0.1072,
3,14,8,1,0.0892,
3,15,8,1,,
3,16,8,1,,
3,17,8,1,,
3,18,8,1,,
3,19,8,1,,
3,20,8,1,,
3,21,8,1,,
3,22,8,1,,
3,23,8,1,,
3,24,8,1,,
3,25,8,1,,
3,26,8,1,,
3,27,8,1,,
3,28,8,1,,
3,29,8,1,,
3,30,8,1,,
4,0,8,100000000,0.0082,1000000
4,1,8,40000000,0.0022,196000
4,2,8,460000,0.0052,928000
4,3,8,2000000,0.0102,56000
4,4,8,260000,0.0412,200
4,5,8,800,0.0182,
4,6,8,1000,0.1672,
4,7,8,1,0.0162,
4,8,8,160000,0.0172,
4,9,8,480000000,0.0402,
4,10,8,60000,0.0642,
4,11,8,36000,0.1102,
4,12,8,1,0.1122,
4,13,8,1,0.1212,
4,14,8,1,0.1372,
4,15,8,1,0.1722,
4,16,8,1,0.2012,
4,17,8,1,0.1852,
4,18,8,1,,
4,19,8,1,,
4,20,8,1,,
4,21,8,1,,
4,22,8,1,,
4,23,8,1,,
4,24,8,1,,
4,25,8,1,,
4,26,8,1,,
4,27,8,1,,
4,28,8,1,,
4,29,8,1,,
4,30,8,1,,
5,0,8,100000000,-0.0018,1000000
5,1,8,4000000,-0.0018,1360
5,2,8,18000000,0.0002,0
5,3,8,2000000,0.0192,96000
5,4,8,280000,0.0192,0
5,5,8,300000,0.0132,
5,6,8,200000,0.0032,
5,7,8,2200000,0.1132,
5,8,8,1800,0.0772,
5,9,8,18000,0.0122,
5,10,8,8000,0.0092,
5,11,8,1,0.0032,
5,12,8,12000000,0.0022,
5,13,8,20000000,0.0692,
5,14,8,1200,0.0022,
5,15,8,3800000,-0.0008,
5,16,8,1000000,0.0052,
5,17,8,260000,0.0112,
5,18,8,20000,-0.0008,
5,19,8,10000000,0.0172,
5,20,8,20000,0.0012,
5,21,8,8000000,0.0312,
5,22,8,40000,0.0192,
5,23,8,12000,0.0022,
5,24,8,1600000,0.0122,
5,25,8,100000,0.0742,
5,26,8,200,0.0532,
5,27,8,6000,0.0022,
5,28,8,3600000,0.0162,
5,29,8,1000000,0.0752,
5,30,8,1700000,,
6,0,8,100000000,0.0152,1000000
6,1,8,3000000,-0.0008,21440
6,2,8,1000000,0.0442,17200
6,3,8,1200,0.0082,1992000
6,4,8,60000,0.0342,100
6,5,8,90000,0.0052,
6,6,8,38000,0.0382,
6,7,8,1,0.0092,
6,8,8,180000,0.0132,
6,9,8,8000000,0.0282,
6,10,8,10000,0.0722,
6,11,8,1,0.0632,
6,12,8,1,0.0802,
6,13,8,1,0.0732,
6,14,8,1,0.0582,
6,15,8,1,,
6,16,8,1,,
6,17,8,1,,
6,18,8,1,,
6,19,8,1,,
6,20,8,1,,
6,21,8,1,,
6,22,8,1,,
6,23,8,1,,
6,24,8,1,,
6,25,8,1,,
6,26,8,1,,
6,27,8,1,,
6,28,8,1,,
6,29,8,1,,
6,30,8,1,,
7,0,8,100000000,0.0112,1000000
7,1,8,100000000,0.0042,8000
7,2,8,6000000,0.0022,0
7,3,8,400000,0.0122,20
7,4,8,6000,0.0292,0
7,5,8,600000,0.0042,
7,6,8,14000,0.0052,
7,7,8,6000,0.0252,
7,8,8,2200000,0.0062,
7,9,8,1600000,-0.0028,
7,10,8,40000,0.0972,
7,11,8,6000,0.0002,
7,12,8,14000,0.1252,
7,13,8,1,0.1512,
7,14,8,1,0.1422,
7,15,8,1,0.1092,
7,16,8,1,0.1512,
7,17,8,1,0.1222,
7,18,8,1,,
7,19,8,1,,
7,20,8,1,,
7,21,8,1,,
7,22,8,1,,
7,23,8,1,,
7,24,8,1,,
7,25,8,1,,
7,26,8,1,,
7,27,8,1,,
7,28,8,1,,
7,29,8,1,,
7,30,8,1,,
8,0,8,100000000,0.0302,1000000
8,1,8,30000000,0.0002,30000
8,2,8,1600000,0.0132,0
8,3,8,400000,0.0262,0
8,4,8,400,0.0582,0
8,5,8,1,0.0032,
8,6,8,1,0.0012,
8,7,8,1,0.0062,
8,8,8,1,-0.0018,
8,9,8,1,,
8,10,8,1,,
8,11,8,1,,
8,12,8,1,,
8,13,8,1,,
8,14,8,1,,
8,15,8,1,,
8,16,8,1,,
8,17,8,1,,
8,18,8,1,,
8,19,8,1,,
8,20,8,1,,
8,21,8,1,,
8,22,8,1,,
8,23,8,1,,
8,24,8,1,,
8,25,8,1,,
8,26,8,1,,
8,27,8,1,,
8,28,8,1,,
8,29,8,1,,
8,30,8,1,,
9,0,8,100000000,0.0252,1000000
9,1,8,46000000,0.0012,60
9,2,8,6000000,-0.0008,0
9,3,8,400000,0.1232,408000
9,4,8,600,0.0082,4000
9,5,8,800000,0.0272,
9,6,8,1400000,0.0482,
9,7,8,1000,0.1252,
9,8,8,3000,0.1202,
9,9,8,1,0.0632,
9,10,8,1,0.0582,
9,11,8,1,0.0972,
9,12,8,1,,
9,13,8,1,,
9,14,8,1,,
9,15,8,1,,
9,16,8,1,,
9,17,8,1,,
9,18,8,1,,
9,19,8,1,,
9,20,8,1,,
9,21,8,1,,
9,22,8,1,,
9,23,8,1,,
9,24,8,1,,
9,25,8,1,,
9,26,8,1,,
9,27,8,1,,
9,28,8,1,,
9,29,8,1,,
9,30,8,1,,
10,0,8,100000000,0.0162,1000000
10,1,8,1200000,0.0032,0
10,2,8,4000000,0.0052,200
10,3,8,760000,0.0912,10000
10,4,8,600,0.1182,100
10,5,8,1,0.0542,
10,6,8,1800000,0.1152,
10,7,8,1,0.1272,
10,8,8,1,0.1452,
10,9,8,1200000,0.0742,
10,10,8,1,0.0682,
10,11,8,1,0.0622,
10,12,8,1,,
10,13,8,1,,
10,14,8,1,,
10,15,8,1,,
10,16,8,1,,
10,17,8,1,,
10,18,8,1,,
10,19,8,1,,
10,20,8,1,,
10,21,8,1,,
10,22,8,1,,
10,23,8,1,,
10,24,8,1,,
10,25,8,1,,
10,26,8,1,,
10,27,8,1,,
10,28,8,1,,
10,29,8,1,,
10,30,8,1,,
11,0,8,100000000,0.0202,1000000
11,1,8,120000000,0.0142,380
11,2,8,120000,0.0032,80
11,3,8,360000,0.1012,32000
11,4,8,40000,0.0652,700
11,5,8,800000,0.0022,
11,6,8,4600000,0.0212,
11,7,8,600,0.1272,
11,8,8,1,0.0052,
11,9,8,420000000,-0.0008,
11,10,8,400000000,0.0092,
11,11,8,280000,0.0982,
11,12,8,18000,0.0292,
11,13,8,1,0.0032,
11,14,8,220000,0.1872,
11,15,8,1,0.1192,
11,16,8,1,0.1372,
11,17,8,1,0.1132,
11,18,8,1,,
11,19,8,1,,
11,20,8,1,,
11,21,8,1,,
11,22,8,1,,
11,23,8,1,,
11,24,8,1,,
11,25,8,1,,
11,26,8,1,,
11,27,8,1,,
11,28,8,1,,
11,29,8,1,,
11,30,8,1,,
12,0,8,100000000,0.0422,1000000
12,1,8,6000000,0.0132,6000
12,2,8,60000,0.0252,12400
12,3,8,400000,0.0482,18560000
12,4,8,60000,0.1062,140000
12,5,8,1,0.1222,
12,6,8,30000000,0.1242,
12,7,8,1000,0.1952,
12,8,8,1,0.1822,
12,9,8,1,0.0912,
12,10,8,1,0.1212,
12,11,8,1,0.0772,
12,12,8,1,,
12,13,8,1,,
12,14,8,1,,
12,15,8,1,,
12,16,8,1,,
12,17,8,1,,
12,18,8,1,,
12,19,8,1,,
12,20,8,1,,
12,21,8,1,,
12,22,8,1,,
12,23,8,1,,
12,24,8,1,,
12,25,8,1,,
12,26,8,1,,
12,27,8,1,,
12,28,8,1,,
12,29,8,1,,
12,30,8,1,,
1,0,7,10000000,0.0122,1000000
1,1,7,200000000,0.0152,2000
1,2,7,400000,0.1672,1360000
1,3,7,1,0.0192,1160000
